NAME,PREP TIME,SERVES,CALORIES,INGREDIENTS,MEASUREMENTS,DESCRIPTIONS,INSTRUCTIONS
One Pan Pasta,25mins,2,496,"['200 g (about 13 ⅓)', '100 g (about 3 ¼ cups)', '140 g (about 1)', '3 (about 18 g)', '1 (about 20 g)', '200 g (about ¼ cup)', '2 tbsp (about 27.3 g)', '600 ml (about 600 g)', '50 g (about ¼ cup)', '¼ cup (about 10.8 g)', '1 pinch (about 0.41 g)', '1 pinch (about 0.13 g)']","['200 g (about 13 ⅓)', '100 g (about 3 ¼ cups)', '140 g (about 1)', '3 (about 18 g)', '1 (about 20 g)', '200 g (about ¼ cup)', '2 tbsp (about 27.3 g)', '600 ml (about 600 g)', '50 g (about ¼ cup)', '¼ cup (about 10.8 g)', '1 pinch (about 0.41 g)', '1 pinch (about 0.13 g)']",This one pot wonder sees both pasta and sauce all cooked in the one pan resulting in perfectly al dente spaghetti wrapped in a silky spinach and tomato sauce.,"
Step preview


Add cherry tomatoes, baby spinach, onion, garlic clove, fresh chili, spaghetti, extra virgin olive oil and water to a clean large saucepan
Heat until boiling
Cook while stirring occasionally - 9 min
Stir thoroughly and turn off heat
Add pecorino cheese and fresh basil to the large saucepan
Stir until combined
Season with sea salt and black pepper

Open in app

"
Salmon Burgers,20mins,4,242,"['681 g (about 5)', '2 tsp (about 10 g)', '2 (about 84 g)', '½ cup (about 22.8 g)', '1 tbsp (about 8.7 g)', '5 g (about 1 ⅔)', '1 pinch (about 0.38 g)']","['681 g (about 5)', '2 tsp (about 10 g)', '2 (about 84 g)', '½ cup (about 22.8 g)', '1 tbsp (about 8.7 g)', '5 g (about 1 ⅔)', '1 pinch (about 0.38 g)']","Have you ever gotten tired of the usual meaty barbecue staples and wished there was a lighter, healthier option that could still feed a crowd? These burgers are the answer!  Quick to make, they're a perfect recipe for creative additions - try swapping chives for dill, basil, tarragon, or even use a different fish - fresh tuna works well.  The key lies in processing a small amount of fish first, so the proteins bind the bigger pieces together without need for extra ingredients.  This delivers a burger that is light, tender, and still holds together on the grill.  Served with crisp baby greens and herby aioli, on our Brioche Buns.","
Step preview


Add salmon filet to a clean medium bowl
Transfer one quarter of fish to food processor bowl
Add dijon mustard to the food processor bowl
Blend until fine
Add shallot to the food processor bowl
Transfer the rest of fish to food processor bowl
Blend briefly
Place a clean medium bowl on Drop Scale
Transfer content of medium bowl to medium bowl
Add breadcrumbs, capers and fresh chives to the medium bowl
Season with salt & pepper
Mix gently until combined
Form into rounds
Grill

Open in app

"
"Pistachio, Mint and Spice Crusted Lamb Chops",31mins,3,1261,"['6 (about 1.2 kg)', 'as needed', '2 tsp (about 7.6 g)', '3 (about 6 g)', '1 ½ tsp (about 3.15 g)', '½ tsp (about 1.33 g)', '½ tsp (about 1.33 g)', '¼ tsp (about 0.59 g)', '1 tbsp (about 15 g)', '1 tbsp (about 13.65 g)', '¾ cup (about 17.42 g)', '¾ cup (about 82.37 g)', '¼ cup (about 9.5 g)', '¼ cup (about 54.6 g)', '1 tbsp (about 10.2 g)', '1 (about 58 g)', '1 cup (about 240 g)', '¼ cup (about 8.71 g)', '3 tbsp (about 54.45 g)', 'as needed']","['6 (about 1.2 kg)', 'as needed', '2 tsp (about 7.6 g)', '3 (about 6 g)', '1 ½ tsp (about 3.15 g)', '½ tsp (about 1.33 g)', '½ tsp (about 1.33 g)', '¼ tsp (about 0.59 g)', '1 tbsp (about 15 g)', '1 tbsp (about 13.65 g)', '¾ cup (about 17.42 g)', '¾ cup (about 82.37 g)', '¼ cup (about 9.5 g)', '¼ cup (about 54.6 g)', '1 tbsp (about 10.2 g)', '1 (about 58 g)', '1 cup (about 240 g)', '¼ cup (about 8.71 g)', '3 tbsp (about 54.45 g)', 'as needed']","Although the preparation for these lamb chops is rather quick and simple, you will need quite a few ingredients to make this recipe.

The layers of flavor and texture are what make these lamb chops phenomenal.","
Step preview


Add rack of lamb to a clean baking sheet
Rub in salt & pepper the meat
Set aside
Add lemon zest, cardamom pods, ground cumin, chili powder, ground cinnamon, nutmeg, lime juice and olive oil to a clean small bowl
Mix together then set aside
Add mint, pistachios, cilantro, olive oil, red onion and lemon zest to a clean food processor bowl
Chop coarsely then set aside
Add lemon, greek yogurt, mint and mayonnaise to a clean medium bowl
Stir together
Refrigerate in fridge
Prepare meat
Transfer spices to meat
Rub in thoroughly
Drizzle with olive oil generously
Set aside - approx 10 min
Pre-heat oven - 200°C
Prepare a clean large cast iron skillet
Heat - medium heat
Transfer meat to large cast iron skillet
Cook each side until browned and turn off heat - approx 2 min
Spoon topping into baking sheet
Cook - 5 min, 200°C
Wrap with foil - approx 5 min
Serve immediately

Open in app

"
Quick & Easy Meatballs,35mins,8,386,"['1 kg (about 4 ½ cups)', '125 g (about ½ cup)', '30 g (about 3 ⅛ tbsp)', '10 g (about 3 ½ tbsp)', '4 (about 200 g)', '8 g (about 2 tbsp)', '8 g (about 1 ⅓)', '2.5 g (about 1 ⅛ tsp)', '8 g (about 1 ⅜ tsp)']","['1 kg (about 4 ½ cups)', '125 g (about ½ cup)', '30 g (about 3 ⅛ tbsp)', '10 g (about 3 ½ tbsp)', '4 (about 200 g)', '8 g (about 2 tbsp)', '8 g (about 1 ⅓)', '2.5 g (about 1 ⅛ tsp)', '8 g (about 1 ⅜ tsp)']","A simple meatball recipe with minimal cleanup. Perfect for use as a pizza topping, in pasta dishes and in Italian sandwiches.","
Step preview


Pre-heat oven - 190°C
Line a clean baking sheet with parchment paper
Add ground beef, ricotta cheese, parmesan cheese, breadcrumbs, egg, fresh parsley, garlic, black pepper and salt to a clean large mixing bowl
Mix together
Form
Transfer meat to baking sheet
Bake until golden brown - 20 min, 190°C

Open in app

"
Chickpea and Quinoa Burgers,1hr 45mins,4,202,"['60 g (about ¼ cup)', '175 g (about ¾ cup)', '240 g (about ⅔)', '1 (about 50 g)', '10 g (about 2 ⅝ tbsp)', '5 g (about 25)', '2 (about 12 g)', '30 g (about 3 ⅛ tbsp)', '25 g (about 1 ⅓)', '25 g (about ¼ cup)', '1 tsp (about 3.8 g)', 'as needed']","['60 g (about ¼ cup)', '175 g (about ¾ cup)', '240 g (about ⅔)', '1 (about 50 g)', '10 g (about 2 ⅝ tbsp)', '5 g (about 25)', '2 (about 12 g)', '30 g (about 3 ⅛ tbsp)', '25 g (about 1 ⅓)', '25 g (about ¼ cup)', '1 tsp (about 3.8 g)', 'as needed']","These delicious, healthy, and protein-packed veggie burgers are full of flavor. They're the centerpiece of a deceptively easy meal. Double the recipe and freeze a few for quick weeknight dinners!","
Step preview


Add quinoa and water to a clean saucepan
Simmer until fluffy - 15 min
Add quinoa to medium bowl
Add canned chickpeas, egg, fresh parsley, fresh basil, garlic clove, parmesan cheese, sundried tomato, gram flour and lemon to the mixture
Season with salt & pepper
Blend until combined
Form
Chill in fridge - 1 hr
Grill until golden brown

Open in app

"
Brioche Rolls with Walnuts & Sage,3hrs 20mins,6,522,"['7 g (about 1 ¾ tsp)', '7 g (about 1 ⅛ tsp)', '25 g (about 2 tbsp)', '250 g (about 2 cups)', '130 g (about 2 ⅔)', '50 g (about 3 ⅜ tbsp)', '140 g (about ½ cup)', '120 g (about 1 cups)', '2 tbsp (about 4.2 g)', '1 (about 50 g)', '1 tbsp (about 15 g)', 'as needed']","['7 g (about 1 ¾ tsp)', '7 g (about 1 ⅛ tsp)', '25 g (about 2 tbsp)', '250 g (about 2 cups)', '130 g (about 2 ⅔)', '50 g (about 3 ⅜ tbsp)', '140 g (about ½ cup)', '120 g (about 1 cups)', '2 tbsp (about 4.2 g)', '1 (about 50 g)', '1 tbsp (about 15 g)', 'as needed']","Savory fragrant brioche rolls with walnuts, fresh sage, and a touch of sea salt.  Best eaten the same day as baking.","
Step preview


Add active dried yeast, salt, sugar and bread flour to a clean stand mixer bowl
Whisk together until blended
Add egg to a clean medium bowl
Whisk briefly and set aside
Add milk to a clean saucepan
Heat until lukewarm
Transfer milk mixture to eggs while whisking
Transfer eggs to dough gradually while mixing
Mix until elastic - 8 min, medium speed
Add unsalted butter to the dough
Mix until smooth - approx 5 min
Transfer dough to medium bowl
Let rise until doubled - 1 hr 30 min
Add walnuts and fresh sage to the medium bowl
Knead gently until just combined
Form stand mixer bowl into balls
Prepare a clean round pan
Arrange content of stand mixer bowl in round pan
Let rise - 1 hr
Pre-heat oven - 175°C
Add egg and milk to a clean small bowl
Whisk together
Brush content of round pan with glaze
Sprinkle with sea salt
Bake until golden brown - 20 min, 175°C
Let cool onto cooling rack

Open in app

"
Fluffy Buttermilk-Mashed Potatoes,25mins,4,177,"['681 g (about 4)', '1 tsp (about 2.85 g)', 'as needed', '½ cup (about 120 g)', '½ tsp (about 2.33 g)', '2 tsp (about 9.6 g)', 'as needed']","['681 g (about 4)', '1 tsp (about 2.85 g)', 'as needed', '½ cup (about 120 g)', '½ tsp (about 2.33 g)', '2 tsp (about 9.6 g)', 'as needed']","These creamy mashed potatoes are as delicious as a buttery mashed potato, without all of the butter. The addition of baking soda makes for unbelievable fluffiness– a nice addition, if you ask me.

The original recipe calls for peeling and slicing the potatoes before cooking. I find that going the extra mile to dice the potatoes makes for a quicker cooking time and easier mashing in the end.","
Step preview


Add potato and kosher salt to a clean saucepan
Fill with water and cover
Heat until boiling
Simmer until tender - 10 min
Drain and reserve liquid
Transfer potatoes to large mixing bowl
Mash briefly with potato masher
Add buttermilk to a clean saucepan
Heat gently until lukewarm - low heat
Transfer milk mixture to potatoes
Add baking soda to the potatoes
Mash completely with potato masher until smooth
Mix in unsalted butter to the potatoes
Season with salt & pepper
Serve immediately

Open in app

"
Gochujang Brussels,20mins,2,527,"['113.5 g (about 1 cup)', '56.75 g (about 3 ⅛ tbsp)', '56.75 g (about 3 ½ tbsp)', '454 g (about 45 ⅓)']","['113.5 g (about 1 cup)', '56.75 g (about 3 ⅛ tbsp)', '56.75 g (about 3 ½ tbsp)', '454 g (about 45 ⅓)']","Spicy gochujang and soy come together and caramelize as the brussels sprouts cook under the broiler. These are spicy, full of umami, and enhanced with the nutty crunch of walnuts!","
Step preview


Add soy sauce and gochujang to a clean large mixing bowl
Whisk together
Add brussels sprouts to the vegetables
Toss until coated
Transfer vegetables to baking sheet
Add walnuts to a clean baking sheet
Broil until crispy - 10 min, high heat
Combine

Open in app

"
Green Bean Salad with Hazelnuts and Orange,15mins,6,303,"['70 g (about ½ cup)', '400 g (about 3 ¼ cups)', 'as needed', '400 g (about 3 ¼ cups)', '1 (about 200 g)', '20 g (about 6 ⅔)', '1 (about 6 g)', '3 tbsp (about 40.95 g)', '2 tbsp (about 26.4 g)', '1 pinch (about 0.41 g)', '1 pinch (about 0.13 g)']","['70 g (about ½ cup)', '400 g (about 3 ¼ cups)', 'as needed', '400 g (about 3 ¼ cups)', '1 (about 200 g)', '20 g (about 6 ⅔)', '1 (about 6 g)', '3 tbsp (about 40.95 g)', '2 tbsp (about 26.4 g)', '1 pinch (about 0.41 g)', '1 pinch (about 0.13 g)']","A crunchy, citrusy bean salad inspired by Yotam Ottolenghi's popular recipe. The perfect way to dress up your veggies. You'll make it again!","
Step preview


Pre-heat oven - 200°C
Add hazelnuts to a clean baking sheet
Toast until fragrant and let cool - 6 min
Add green beans and water to a clean stockpot
Boil until al dente - 4 min
Rinse until completely cool then set aside
Add sugar snap peas to the beans
Boil - 1 min
Rinse until completely cool then set aside
Rub nuts with kitchen towel
Chop coarsely
Add orange, fresh chives, garlic clove, olive oil, hazelnut butter, sea salt and black pepper to a clean large mixing bowl and mix
Transfer beans to large mixing bowl
Transfer nuts to large mixing bowl
Mix

Open in app

"
"Honey-Roast Carrot, Feta, and Parsley Salad",45mins,4,223,"['35 g (about 1 ⅝ tbsp)', '6 g (about 24)', '15 g (about 1 tbsp)', '600 g (about 12)', '2 tbsp (about 27.3 g)', '1 pinch (about 0.38 g)', '60 g (about 2 cups)', '100 g (about ½ cup)', '50 g (about ¾ cup)', '½ (about 29 g)']","['35 g (about 1 ⅝ tbsp)', '6 g (about 24)', '15 g (about 1 tbsp)', '600 g (about 12)', '2 tbsp (about 27.3 g)', '1 pinch (about 0.38 g)', '60 g (about 2 cups)', '100 g (about ½ cup)', '50 g (about ¾ cup)', '½ (about 29 g)']","This salad has it all - sweet carrots, salty feta, earthy cumin and fresh parsley. An absolute meal in a bowl.","
Step preview


Pre-heat oven - 190°C
Line a clean baking sheet with parchment paper
Add honey, cumin seeds and white vinegar to a clean small bowl
Stir together and set aside
Add carrot and olive oil to a clean medium bowl
Season with salt & pepper
Toss together until combined
Arrange vegetables in baking sheet
Bake - 15 min, 190°C
Pour glaze into roasted vegetables
Bake until soft - 15 min, 190°C
Add baby spinach and feta cheese to a clean large serving bowl
Transfer roasted vegetables to large serving bowl
Add fresh parsley and lemon to the large serving bowl
Season with salt & pepper

Open in app

"
Chard and Corn Gratin,1hr 10mins,6,246,"['454 g (about 9 ½)', 'as needed', '1 tbsp (about 13.65 g)', '1 tbsp (about 3.6 g)', '1 tsp (about 0.8 g)', '2 (about 12 g)', '3 (about 150 g)', '½ cup (about 120 g)', '1 pinch (about 0.13 g)', '½ tsp (about 3 g)', '½ cup (about 110.4 g)', '2 cups (about 360 g)', '¼ cup (about 37.8 g)']","['454 g (about 9 ½)', 'as needed', '1 tbsp (about 13.65 g)', '1 tbsp (about 3.6 g)', '1 tsp (about 0.8 g)', '2 (about 12 g)', '3 (about 150 g)', '½ cup (about 120 g)', '1 pinch (about 0.13 g)', '½ tsp (about 3 g)', '½ cup (about 110.4 g)', '2 cups (about 360 g)', '¼ cup (about 37.8 g)']",A cheesy corn and chard casserole that makes a pretty special dinner side!,"
Step preview


Pre-heat oven - 190°C
Add chard to a clean medium bowl
Fill a clean large saucepan with water
Transfer vegetables to vegetables
Boil - 1 min 30 sec
Drain
Rinse with water
Chop then set aside
Add olive oil to a clean frying pan
Heat - medium heat
Add fresh rosemary, fresh thyme and garlic clove to the frying pan
Mix in vegetables to herbs and turn off heat
Cook until softened - approx 1 min
Add egg, milk, black pepper and salt to a clean large mixing bowl
Mix well
Add gruyère cheese and corn kernels to the eggs
Transfer content of large saucepan to eggs
Stir until combined
Prepare a clean baking dish
Transfer eggs to baking dish
Top with parmesan cheese
Bake until golden brown - 35 min, 190°C
Let rest - approx 10 min
Serve

Open in app

"
Radicchio and Walnut Salad,20mins,4,287,"['1 (about 200 g)', '¼ cup (about 54.6 g)', '3 tbsp (about 49.5 g)', '1 pinch (about 0.38 g)', '20 g (about ½)', '300 g (about 7 ¼ cups)', '1 (about 200 g)', '20 g (about ¼ cup)', '50 g (about ½ cup)']","['1 (about 200 g)', '¼ cup (about 54.6 g)', '3 tbsp (about 49.5 g)', '1 pinch (about 0.38 g)', '20 g (about ½)', '300 g (about 7 ¼ cups)', '1 (about 200 g)', '20 g (about ¼ cup)', '50 g (about ½ cup)']","Radicchio leaves, sweet orange and earthy toasted walnuts - this satisfying salad has everything! Team with rustic bread or serve as a light and fresh accompaniment to fish or chicken.","
Step preview


Add orange, olive oil and balsamic vinegar to a clean medium bowl
Season with salt & pepper
Mix in shallot to the salad
Add raddichio to the salad
Add orange to the salad
Add fresh parsley to the salad
Mix well
Add walnuts to the salad
Serve

Open in app

"
Roast Eggplant Salad with Tahini Dressing,50mins,4,282,"['3 (about 900 g)', 'as needed', '3 tbsp (about 40.95 g)', 'as needed', '1 tbsp (about 18 g)', '1 ½ tbsp (about 33.75 g)', '2 (about 12 g)', '2 tbsp (about 33 g)', '2 tbsp (about 22.8 g)', '2 tbsp (about 30 g)', '½ cup (about 88.8 g)', '50 g (about 2 cups)']","['3 (about 900 g)', 'as needed', '3 tbsp (about 40.95 g)', 'as needed', '1 tbsp (about 18 g)', '1 ½ tbsp (about 33.75 g)', '2 (about 12 g)', '2 tbsp (about 33 g)', '2 tbsp (about 22.8 g)', '2 tbsp (about 30 g)', '½ cup (about 88.8 g)', '50 g (about 2 cups)']","As beautiful as it is tasty, this gorgeous salad is a meal in itself! With colorful jewel-like pomegranate seeds, fresh mint, and yogurt-tahini dressing. Sprinkle with our Dukkah for an extra spicy crunch.","
Step preview


Add eggplant to a clean large mixing bowl
Sprinkle with salt generously
Let rest - 20 min
Pre-heat oven - 200°C
Rinse
Arrange vegetables in large roasting dish
Drizzle with olive oil
Season with salt & pepper
Roast - 20 min, 200°C
Add miso paste, date syrup and garlic clove to a clean small bowl
Mix briefly
Brush vegetables with marinade
Bake large roasting dish - 10 min
Add tahini, lemon and plain yogurt to a clean small bowl
Stir briefly
Spoon dressing into large roasting dish
Sprinkle with pomegranate seeds
Top with mint

Open in app

"
Salsa Fresca,10mins,5,31,"['400 g (about 2 ¾)', '65 g (about ½)', '10 g (about 1 ⅔)', '10 g (about ¼ cup)', '40 g (about 1 ⅓)', '10 g (about ¾)', '5 g (about ¾ tsp)']","['400 g (about 2 ¾)', '65 g (about ½)', '10 g (about 1 ⅔)', '10 g (about ¼ cup)', '40 g (about 1 ⅓)', '10 g (about ¾)', '5 g (about ¾ tsp)']","Salsa fresca is an uncooked salsa, so it's best made with the freshest ingredients possible. This one is also known as Pico de Gallo. A perfect match for homemade tortillas or tacos. Trust us: all of the chopping will pay off!","
Step preview


Add tomato, red onion, garlic clove, cilantro, lime juice, jalapeño pepper and sea salt to a clean medium bowl
Mix together
Serve

Open in app

"
"Potato, Celeriac and Rosemary Gratin",1hr 35mins,6,550,"['500 g (about 1)', '500 g (about 3)', '150 g (about 30)', '420 g (about 1 ¾ cups)', '3 (about 18 g)', '1 tsp (about 0.8 g)', '15 g (about 1 tbsp)', '1 (about 8 g)', '75 g (about ½ cup)']","['500 g (about 1)', '500 g (about 3)', '150 g (about 30)', '420 g (about 1 ¾ cups)', '3 (about 18 g)', '1 tsp (about 0.8 g)', '15 g (about 1 tbsp)', '1 (about 8 g)', '75 g (about ½ cup)']","A rich and comforting gratin; serve with a green salad as a mid-week supper, or as a side for a more luxurious weekend meal.","
Step preview


Pre-heat oven - 175°C
Add celeriac to a clean medium bowl then set aside
Add potato to a clean medium bowl then set aside
Add pancetta to a clean small bowl
Fry until browned at edges - medium heat
Add heavy cream, garlic clove, chili flakes, dijon mustard and fresh rosemary to a clean saucepan
Heat until just boiling
Assemble
Sprinkle a clean small bowl with parmesan cheese
Bake until golden brown and tender - 1 hr, 175°C
Let rest - approx 5 min

Open in app

"
